,full_text,user,location,date,sentiment
3804,pfizer took billion in taxpayer money for vaccine development it is not true as pfizer has posited that pfizer did not accept government facts matter amp truth matters amp what pfizer charges for the covid19vaccine matters amp must be fair to the people pass it on,suzannechowla,San Francisco Bay Area,11/9/2020 16:38,negative
3805,great covid19vaccine news were working to ensure that vaccines will be rolled out on a global equitable basis and are piloting the icc aokpass to ensure that those vaccinated can store a digital copy of their covid19 compliance status wherever they go aticketatest,iccwbo,"Paris, France",11/9/2020 16:37,positive
3806,really excited by the early findings on the pfizer biontech covid19vaccine early results we have every right to be thrilled by this news but have to understand that a long study has to be carried out to ensure safety and efficacy,Sagar_zepp,Bhaktapur,11/9/2020 16:34,positive
3807,deciding who will receive the limited supply of covid19vaccine once available is an incredibly difficult task our vaccine allocation planner provides govt amp publichealth leaders w precise open data for equitable plans,SurgoFoundation,"Washington, DC",11/9/2020 16:33,negative
3808,pfizer n biontech gave big positive news to the world effective results of vaccine trials thats the reason global markets are firing now this boosts our markets tomorrow and opens in good gap up sensex markets covid19vaccine,iKallu,Bengaloooru,11/9/2020 16:32,positive
3809,posted this on like of her tweets has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp op warp speed had nothing to do with it,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 16:31,positive
3810,with news of phase trial results for pfizerbiontechs covid19vaccine here are things pharmacists should know about covid19 vaccines,PJOnline_News,London,11/9/2020 16:27,neutral
3811,pfizer covid19vaccine successful stage three trial results,TheBigCheesePho,"Basingstoke, Hampshire.",11/9/2020 16:26,positive
3812,preliminary phase trial results from the pfizerbiontech covid19vaccine suggest it protects of people our feature gives all the background to the covid19 vaccines being backed by the uk government,PJOnline_News,London,11/9/2020 16:25,positive
3813,very promising news but please don t stop wearing a mask yet covid19 pfizer vaccine covid19vaccine,ybudupi,"San Jose, CA",11/9/2020 16:24,positive
3814,efficacy is far good than even most optimistic projections an election analogy these are ca results rather than pa covid19vaccine covid19,_Prarthna,,11/9/2020 16:22,positive
3815,goldprice crashes minutes after pfizer says covid19vaccine percent effective goldprice gold gold silver goldnews covid19 coronavirusvaccine coronavaccine coronavirus,ptcnews,"Mohali, India",11/9/2020 16:22,positive
3816,don t you just love science pulling our sorry backsides out of the fire once again covid19vaccine we truly are lucky,Gazinsalford,"Salford, England",11/9/2020 16:21,positive
3817,how and when will we know that a covid19vaccine is safe and effective covid19 coronavirus,citidotio,,11/9/2020 16:18,positive
3818,great thread covid19vaccine,apc_md,"Tampa, Florida, USA",11/9/2020 16:17,positive
3819,pfizer announced that they are in the phase trials of a covid19vaccine that has proven itself to be effective against infections could this be the miracle vaccine the world has been waiting for all this and more on this evenings playlist with,editorji,"Sultanpur, New Delhi",11/9/2020 16:17,positive
3820,here in summary covid19 covid19vaccine pfizervaccine,luckywalker99,Thailand,11/9/2020 16:16,neutral
3821,breaking pfizer ceo says covid19vaccine is more than effective responding to concerns the company confirmed it did not work with the trump administration to develop its coronavirus vaccine which the company announced is percent effective covid19,NewsNow360,,11/9/2020 16:16,positive
3822,this is provaccine propaganda disguised as bedroom budget lowbrow comedy for the mindless sheeple drones who dont know the difference between science and pseudoscience and corporategovernment propaganda vs reality davidicke covid19vaccine conspiracytheories,darkagenda,London,11/9/2020 16:14,negative
3823,stocks only go up right stockmarket earnings covid19vaccine,MeredithWasney,"Calgary, AB",11/9/2020 16:12,neutral
3824,vaccine credit goes to not the trump administration covid19vaccine,kwcarter878,"Arkansas, USA",11/9/2020 16:11,positive
3825,an effective covid19vaccine will liberate americans and will make dems irrelevant no more lockdowns,manriquehawaii,"Honolulu, HI",11/9/2020 16:10,positive
3826,vaccines for measles smallpox chikenpox took years in making amp yet have efficiency of gt90 and pfizer claims efficacy for covid19vaccine within months is it some kind of joke or a pure case of profiteering unrealistic claim,me_nikunjp,"New Delhi, Delhi",11/9/2020 16:08,positive
3827,covid19vaccine very good hope for getting a vaccine soon for the prevention of covid19 infection with more than protection from coronavirus infection by pfizer congratulations to pfizer for leading the covid19vaccine race maaleem neurologist trichy tamilnadu india,trichy_i,Trichy Tiruchirappalli,11/9/2020 16:05,positive
3828,so i guess this is where are the nut jobs come out of the woodwork and try convincing us all this all happened too quickly and this will be the next thalidomide you just know its coming covid19vaccine covid19,ZingyTheRobot,UK,11/9/2020 16:01,positive
3829,lets be clear amp give credit where credit may be due amp not where its clearly not due the pfizer covid19vaccine was not developed in any way as part of trumps warp speed vaccine effort it is an effort that is entirely independent from warp speed,suzannechowla,San Francisco Bay Area,11/9/2020 16:00,positive
3830,whoa this is such a positive news to share coronavaccineupdate covid19 coronavirusupdates covid19vaccine thats effective,subh10,,11/9/2020 15:58,positive
3831,covid19vaccine information pfizer pfizervaccine,mere_de_dragons,"CT, USA",11/9/2020 15:55,neutral
3832,and announce that the vaccine candidate against covid19 was successful in the first interim analysis of the phase study breakingnews covid19news covid19vaccine pfizer biontech,CHEManager_EU,"Weinheim, Germany",11/9/2020 15:50,positive
3833,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:49,negative
3834,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:48,negative
3835,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:48,negative
3836,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:48,negative
3837,the results have not been peerreviewed by outside scientists or published in a medical journal amp even pfizer and biontech have been given no other details about how the vaccine performed by the independent monitors overseeing the study covid19vaccine,chrishendel,"Vermont, US",11/9/2020 15:48,negative
3838,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:47,negative
3839,encouraging news today on the covid19vaccine front with increasing case counts worldwide its urgent to demonstrate efficacy and safety while mitigating spread and increasing understanding of longcovid effects data sciencewins vaccine,decodehealthai,"Nashville, TN",11/9/2020 15:47,positive
3840,pfizer didn t take funding from trump s operation warp speed the promising initial results of their vaccine has nothing to do with him but everything to do with science listenup science covid19vaccine wearamasksavealife socialdistance bekind,napermom_kiddoc,,11/9/2020 15:47,positive
3841,novavax covid19 vaccine candidate wins fast track designation from us fda covid19 covid19vaccine fda,latestly,"Mumbai, India",11/9/2020 15:46,positive
3842,covid19vaccine effective thanks to not or stock market is up donaldtrump and mikepence defeated in the presidentialelection such great news huge news you re still fired yourefiredtrump byedon americahasspoken,TurnTNBlue,"Tennessee, USA",11/9/2020 15:43,positive
3843,covid19 vaccine could fundamentally change pandemic direction who who covid19vaccine healthcare worldnews,DButler1958,"Texas, USA",11/9/2020 15:43,neutral
3844,line up who will get the covid19vaccine first federal government has plans on how to distribute the covid19 vaccine and who gets it first,PharmacyU,"Toronto, Ontario",11/9/2020 15:43,neutral
3845,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:42,negative
3846,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:41,negative
3847,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:41,negative
3848,great day for humanity pfizer says covid19 vaccine over effective vaccine covid19vaccine coronavirus healthcare,DButler1958,"Texas, USA",11/9/2020 15:41,positive
3849,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:41,negative
3850,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:40,negative
3851,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:40,negative
3852,good news pfizer says early analysis shows its covid19vaccine is effective via goodnews,lizhkelly,"Santa Monica, CA",11/9/2020 15:39,positive
3853,efficacy data for the recently announced pfizerbiontech vaccine regulatory consequences and what to expect now covid19vaccine sarscov2 vaccines vaccine efficacy data via,Sciency_Jax,"Canada, UK, Guyana ðŸŒŽ",11/9/2020 15:39,neutral
3854,the best news today keeping fingers crossed pfizervaccine covid19vaccine,imrockingrick,"Kolkata, West Bengal",11/9/2020 15:38,positive
3855,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:38,negative
3856,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:37,negative
3857,thread covid19vaccine,sambane,Abuja/Bangalore/Calcutta,11/9/2020 15:37,neutral
3858,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:36,negative
3859,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:36,negative
3860,the life science industry doing us proud in the race to find a covid19 vaccine the breakthrough we have all been waiting for covid19 covid19vaccine,Datatrial,"Newcastle, UK",11/9/2020 15:35,positive
3861,pfizer refused to take government money for research and development in a bid to preserve their independence we have always said that science is driving how we conduct ourselves no politics pfizerproud covid19vaccine,VanessaEGreenwd,"New Jersey, USA",11/9/2020 15:35,negative
3862,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer iit,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:34,negative
3863,good news on the covid19 vaccine front looking forward to pfizer completing their phase study and sharing their results for review covid19vaccine,MMEPINYC,"New York, New York",11/9/2020 15:34,positive
3864,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:33,negative
3865,amazing news but a new challenge arises what will happen to other trials when the first covid19vaccine gets approved is there any scenario where it is ethical to not vaccinate participants of other studies medtwitter covid19,GiuliaLimaMD,"Gainesville, FL",11/9/2020 15:33,positive
3866,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:32,negative
3867,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:31,negative
3868,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:31,negative
3869,california has seen a rise in the cases of coronavirus recently and it has also been predicted that it might be hit with a third wave coronavirus covid19 covid19pandemic california thirdwave coronavirusvaccine coronaviruscalifornia covid19vaccine,MirrorReview1,"Pune, India",11/9/2020 15:30,neutral
3870,pfizersuper suband biontech say their covid19 vaccine is more than effective pfizer covidvaccine covidvaccine footballvaccine covid19vaccine covid19 football,Imrais111,,11/9/2020 15:29,positive
3871,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:29,negative
3872,breaking has done the financing covid19vaccine development it s self amp not accepting government funding i wanted to liberate our acientists from any bureaucracy trump amp operation warp speed had nothing to do with it here s pfizer,Hells_Bellz,"Here, There, Everywhere!!",11/9/2020 15:29,negative
3873,on monday australia started the local development of a covid19vaccine candidate developed by the university of oxford with about million doses planned to be produced breakingnews ythisnews,YTHISNEWS,"Hyderabad, India",11/9/2020 15:29,neutral
3874,firecrackers on wallstreet in usa dowjones nasdaq100 covid19vaccine us dalalstreet,GAB_Indian,Global Indian,11/9/2020 15:26,neutral
3875,covid19vaccine will save us but there is no vaccine to save tibette marja get your mad scientists together,LPLzone,California,11/9/2020 15:22,positive
3876,one of the covid positive cases out of the participant study spanning countries im your huckleberry covid19vaccine,Jackie_Coffin,"Bozeman, MT",11/9/2020 15:21,positive
3877,there is always a reason which market mover can blame goldprice gold covid19vaccine,Sandeepnirvan_,"New Delhi, India",11/9/2020 15:20,negative
3878,covid19vaccine i can t help but believe that god is blessing a positive development in the us and the rebirth of its politics bidenharris2020 godswill,Humanit90958930,,11/9/2020 15:19,positive
3879,about pfizers covid19vaccine reality also we will get to know once it will be in public only rest we can only trust data punished by company coronavirus covid19 corona,deepadoc,"Jaipur, India",11/9/2020 15:14,positive
3880,this is a great news well done pfizer and co i hope the wealthy countries dont buy off all the vaccine we need some here in africa pfizer covid19vaccine,JudePiusIbemere,Lagos | Orlu | Nigeria,11/9/2020 15:13,positive
3881,novavaxs covid19vaccine has been granted fast track status by us fda vaccine manufacturers are announcing their vaccine s effectiveness immediately after us elections,reallyiron,,11/9/2020 15:13,positive
3882,covid19vaccine let s wait and watch for further data to unfold over next few months,AllamneniRakesh,"Maryland, USA",11/9/2020 15:11,neutral
3883,hows this personally developed the covid19vaccine and by a cruel twist of fate lost the election,Elizabe46536757,"Vermont, USA",11/9/2020 15:11,negative
3884,covid19 vaccine reportedly percent effective in trial testing president responds saying such great news and pfizer says it s a great day for humanity sampp and dow hit record highs after the news covid19vaccine,Courtney_SiskTV,"Chicago, IL",11/9/2020 15:11,positive
3885,regardless of the election outcome not much will change re initial covid19vaccine roll out excellent insight from on planning ahead for a covid19vaccine amp keeping up public pressure for funds open data etc via,SemaSgaier,"Washington, DC",11/9/2020 15:11,positive
3886,sorry this is another lie pfizer went at this alone they only have a partnership is distributionlet s pray that the final data at the end of november is accepted in peerreview vaccine covid19 covid19vaccine optimism,Doc4Heart,Orange County,11/9/2020 15:11,positive
3887,covid19vaccine pfizer says drug more than effective in preventing infection needs two doses about a month after first dose to achieve protection the vaccine could be available in limited use late dec and widely available by july,Nikolai3d,SDCC 2021,11/9/2020 15:09,positive
3888,freezing this am but a rna covid19vaccine with a day life but over success rate cherry on top after the good news of election2020 cant get any good happy monday,fiendishseraph,,11/9/2020 15:08,positive
3889,the european commission is bringing out the big guns covid19 cc covid19vaccine,DGTL_Brussels,"Brussels, Belgium",11/9/2020 15:07,neutral
3890,great news covid19vaccine at last positive news on the covid front the pfizer covid vaccine is effective against the wretched virus,DineshSinghEDU,,11/9/2020 15:07,positive
3891,pfizers announcement however doesnt mean a vaccine is imminent it s an interim analysis were in a position potentially to be able to offer some hope dr bill gruber pfizers senior vice president of clinical development said were very encouraged covid19vaccine,lonjets,"Palm Beach County, FL USA",11/9/2020 15:07,neutral
3892,covid19 pfizer claims that their vaccine has proven to be effective in phase trials coronavirus vaccine pfizer covid19vaccine covid corona brings you news stories in a format you possibly havent seen before follow for more gifnews briefitgifit,GIFNewsIndia,,11/9/2020 15:05,positive
3893,who agrees to provide covid19 vaccine to of sl population covid19 covid19lk covid19 covid19vaccine,SriLankaMirror,Sri Lanka,11/9/2020 15:02,positive
3894,donaldtrump celebrates pfizer announcing a successful covid19vaccine days after he lost the uselection,BiIndia,"New Delhi, India",11/9/2020 15:00,positive
3895,shares in retailers received a welcome boost today while those in pureplay etailers fell following positive news of a covid19 vaccine from pharmaceutical giant pfizer retailnews covid19vaccine vaccine retailing,theindustryfash,London,11/9/2020 14:58,positive
3896,pfizer s early data shows vaccine is more than effective coronavirusvaccine covid19vaccine pfizer pandemic,LindaAbbott55,Florida and Wisconsin,11/9/2020 14:57,positive
3897,my apple music right now covid19vaccine,GeoffreyJonas1,,11/9/2020 14:57,neutral
3898,okay so i m in a hospital right now and as i was writing this tweet i heard a doctor say to his colleague i heard the vaccine is coming out stock market s going through the roof covid19 covid19vaccine,livfisher,Houston,11/9/2020 14:55,positive
3899,us president elect joebiden on pfizervaccine claim pfizer biontech coronavirus covid19vaccine coronavirusupdate,ETNOWlive,India,11/9/2020 14:52,neutral
3900,pfizer says its covid19 vaccine demonstrated efficacy above qatar qatarnews covid19vaccine,qatarnews,"Doha, Qatar",11/9/2020 14:50,neutral
3901,and the winner is pfizer covid19vaccine,oliwankenovi,The Wine Capital,11/9/2020 14:49,positive
3902,weve got hope on a covid19 vaccine yyc calgary funny1060am covid19vaccine covid19 chrisfoord pfitzer,Funny1060AM,#YYC,11/9/2020 14:49,positive
3903,breaking newsfirst milestone vaccine pfizer amp biontech announce vaccine candidate against covid19 covid19vaccine effective against virus results represent a victory for publichealth amp for science amp humanity pfizervaccine,ishdeep_kohli,,11/9/2020 14:48,positive
3904,yesterday it hailed and my son said man that turned off globalwarming already guess he was just getting started covid19vaccine,NewRetirement,San Francisco,11/9/2020 14:47,positive
3905,can anyone direct me to accounts speaking out about the covid19vaccine,Samurai___Lucy,K-PAK,11/9/2020 14:45,neutral
3906,pfizer says its covid19vaccine is effective,EntrepreneurIND,"New Delhi, India",11/9/2020 14:45,positive
3907,they think you are stupid covid19vaccine,BGHenderson08,"Texas, USA",11/9/2020 14:44,negative
3908,covid19vaccine from and is strongly effective early data from large trial indicate stat,NoraConnect,"Sacramento, CA",11/9/2020 14:44,positive
3909,anthonyfauci on pfizervaccine claim coronavirusupdate coronaviruspandemic covid19vaccine vaccine pfizer biontech,ETNOWlive,India,11/9/2020 14:43,neutral
3910,would you have the vaccine when it becomes available to the public algarvenews covid19vaccine covid19 vaccineagainstcovid covid19,algarve_news,Algarve,11/9/2020 14:43,neutral
3911,pfizer vaccine against covid19 is effective algarvenews covid19vaccine covid19 vaccineagainstcovid covid19,algarve_news,Algarve,11/9/2020 14:42,positive
3912,covid19vaccineupdate here are the top five things you should know about pfizers covid vaccine covid19vaccine covidvaccinerace pfizervaccine,moneycontrolcom,Mumbai,11/9/2020 14:41,positive
3913,finally something good to hear covid19vaccine,RavikumarJSP,"Hyderabad, India",11/9/2020 14:37,positive
3914,awesome covid19vaccine phase3,Sciency_Jax,"Canada, UK, Guyana ðŸŒŽ",11/9/2020 14:37,positive
3915,idd pfizervaccine claim has markets on a roll are we at the end of the coronaviruspandemic what does this mean for the financial markets find out at pm coronaviruspandemic covid19vaccine pfizervaccine biontech,ETNOWlive,India,11/9/2020 14:37,neutral
3916,yes and now we have the covid19vaccine from too we just need to shove the winy jerk out the white house door because we need to disinfect the whole place and paint it blue united states whoever doesnt want to be on board can move with the fascist pig to moscow,MCrisCardena,"Miami, Florida - The Caribbean",11/9/2020 14:35,negative
3917,news in of covid19 vaccine that protects against virus usd under pressure zar currently trading at emerging markets are strengthening against dollar gold lost most of its gains weak brent gained market is riskon pfizer covid19vaccine,henniedk,Pretoria,11/9/2020 14:32,positive
3918,news in of covid19 vaccine that protects against virus usd under pressure zar currently trading at emerging markets are strengthening against dollar gold lost most of its gains weak brent gained market is riskon pfizer covid19vaccine,andre_treas1,"Somerset West, South Africa",11/9/2020 14:32,positive
3919,news in of covid19 vaccine that protects against virus usd under pressure zar currently trading at emerging markets are strengthening against dollar gold lost most of its gains weak brent gained market is riskon pfizer covid19vaccine,WCilliers,"Pretoria, South Africa",11/9/2020 14:32,positive
3920,news in of covid19 vaccine that protects against virus usd under pressure zar currently trading at emerging markets are strengthening against dollar gold lost most of its gains weak brent gained market is riskon pfizer covid19vaccine,TreasuryONE,Pretoria,11/9/2020 14:31,positive
3921,more good news this monday morning on covid19vaccine specifically the role of rna from vaccine participant professor emeritus via,ritameyerson,New York & Charleston,11/9/2020 14:31,positive
3922,a private company announces a successful covid19vaccine but because it comes months before could be sworn in through are calling it good news bad news since its distribution is likely under president sick,frankcorder,"Mississippi, USA",11/9/2020 14:31,negative
3923,so trump admin didnt help pfizer with covid19vaccine so much fakenews,quintindavis,Johannesburg,11/9/2020 14:30,negative
3924,shocked sarcasm covid covid19vaccine,R0NNYHAZE,,11/9/2020 14:26,negative
3925,hahahahahahaaaaaa maga it s not one of yours so stop lying covid19vaccine,NativeTexan74,"Texas, USA",11/9/2020 14:26,negative
3926,placebos are the best medicine covid19vaccine,gojanglesi,"Bourbonnais, IL",11/9/2020 14:26,positive
3927,but since mrna is a new technology concerns are being raised on how quickly amp easily can that be scaled up covid19vaccine needs minus deg cold chain managing extreme cold chain amp specialised tech could make pfizers vaccine the most expensive,archanajsr,Mumbai,11/9/2020 14:25,positive
3928,pfizer announcement is a great news a few weeks ago as i wrote a short blog post for about what covid19vaccine production and deployment imply need a hint science collaboration and a public health strategy,damiacer,Caen - Paris - Rome,11/9/2020 14:22,positive
3929,covid19vaccine and so it begins,MattZeeMiller,"England, United Kingdom",11/9/2020 14:21,neutral
3930,look even if bill gates has implanted nano technology into this covid19vaccine im not saying he has but even if he has do you really honestly think the tech bit is going to work properly with his microsoft windows track record,Alien_Brit,Interzone,11/9/2020 14:18,positive
3931,pfizer says covid19vaccine effective in phase trial pandemic vaccine,digitaljournal,Global,11/9/2020 14:17,positive
3932,pfizer says covid19 vaccine effective in phase trial khabarhub pfizer covid19vaccine,Khabarhub_Eng,"Kathmandu, Nepal",11/9/2020 14:16,positive
3933,this looks promising finally covid19vaccine is process as soon as the elections are done,iAkhileshS,"New york, USA",11/9/2020 14:16,positive
3934,biontech raise vaccine hopes pfizer says that early trials of covid19 vaccine shows that it prevents of the infections here s pankaj poddar with more details watch now pfizervaccine biontech coronavirusupdate coronaviruspandemic covid19vaccine,ETNOWlive,India,11/9/2020 14:15,positive
3935,on monday australia started the local development of a covid19vaccine candidate developed by the university of oxford with about million doses planned to be produced breakingnews ythisnews,YTHISNEWS,"Hyderabad, India",11/9/2020 14:12,neutral
3936,in urban centres in india this would work very well im not sure how rna vaccine would work in the rural transmission system says prof sudhir krishna of speaks to on pfizerbiontech s covid19vaccine covid19,MirrorNow,India,11/9/2020 14:11,positive
3937,covid19vaccine developed by german company biontech and pfizermay this vaccine be good for the bad situation we r facing in this world,HamnaEshal,,11/9/2020 14:10,negative
3938,great to see things moving in a positive and promising direction covid19vaccine,Samanhaq8,"Lahore, Pakistan",11/9/2020 14:06,positive
3939,biden harris for me but this is what jumped out at me re covid19vaccine story last night thanks mike in charge of typo,jbmtweetz,"Santa Fe, NM",11/9/2020 14:03,positive
3940,pfizer and biontech announce trial data showing covid19vaccine is more than effective,railpony,Washington State,11/9/2020 14:02,positive
3941,less than effective covid19vaccine mondaymorning,Lboogie3051,"Homestead, FL",11/9/2020 14:02,positive
3942,a capitalist corporation is going to be first to develop a covid19vaccinedamn it pfizervaccine,civorep,,11/9/2020 14:00,neutral
3943,biden and trump react to pfizers vaccine update stock market rally great news spy pfe djia bntx premarket via coronavirus covid19 covid19vaccine joebiden joebidenkamalaharris2020 donaldtrump,chriskatje,Michigan,11/9/2020 13:56,positive
3944,pfizers covid vaccine candidate shown to be effective in early findings via covid19vaccine pfizer biontech,Local_Beat_News,,11/9/2020 13:53,positive
3945,pfizer amp biontech claimed that their covid19 vaccine is more than effective covid19vaccine,NewsBellApp,,11/9/2020 13:51,positive
3946,pfizer biontech developed covid19 vaccines early trials show promising results keep up with the late news on beehub app beehub beehubapp indiannews shortnewsapp pfizer biontech covid19 covid19vaccine,beehubapp,"Nagercoil, KanyaKumari",11/9/2020 13:49,positive
3947,sdcpbreaking pfizer says covid19 vaccine effective in phase trial covid19 covid19vaccine pfizer southerndcpost,SouthernDCPost,"Davao, Philippines",11/9/2020 13:49,positive
3948,theres hope covid19vaccine on the way staysafe bbc news covid vaccine first milestone vaccine offers protection,LibdemMele,"Brixton, London",11/9/2020 13:48,positive
3949,the utility of this vaccine for india is quite questionable just because we dont have core chain to support that im cautiously optimistic says dr ramanan laxminarayan of to on pfizerbiontech s covid19vaccine covid19,MirrorNow,India,11/9/2020 13:47,positive
3950,pfizer says its covid19 vaccine is percent effective in phase trial pfizer covid19 covid19vaccine percenteffective phase3trial,insidene,"Guwahati, India",11/9/2020 13:46,neutral
3951,hainnnhow come most of the covid vaccines announcing the effectiveness right after us electionscovid19vaccine,DeepikaUchil1,Mumbai,11/9/2020 13:46,neutral
3952,of course a vaccine is welcome but we know nothing about durability of immunity we need long term safety data we need to know how effective this is for different age groups different ethnic and racial groups pfizer covid19vaccine bbcwato wato,ImIncorrigible,I'm all over the place,11/9/2020 13:45,positive
3953,live news covid19 covid1984 vaccine coronacooties covid19vaccine pneumoniavaccine flushot seasonalflushot seasonalinfluenzashot be sure to get a pneumonia vaccine mine lasts for years and get a season influenza flu shot once a,brucekenneway,"MeritoriousExMarineDadScholarShaolin|HastenTheDay,book",11/9/2020 13:43,positive
3954,this is a huge step in the covid19 fight covid19vaccine,HRafhumcar,"Cartagena, Colombia-Ambler, PA",11/9/2020 13:43,negative
3955,great news everyone theres finally something specific for antivaxxers to not take and die antivaxxer vaccine covid19vaccine,RResisto,Earth,11/9/2020 13:42,positive
3956,pfizer has announced that its covid19 vaccine successfully prevented of infections compared to a placebo a more positive result than experts expected participants of the trial will be followed up till mid nov when trialperiod ends covid19vaccine,TRBRajaa,"Mannargudi, Tamil Nadu, India",11/9/2020 13:42,positive
3957,if the effective data is accurate this could be significant covid19vaccine,PrakashMallya,"Bengaluru, India",11/9/2020 13:41,positive
3958,go you good thing covid19vaccine,ditreble,"Melbourne, Australia",11/9/2020 13:40,positive
3959,pfizer s early data shows vaccine is more than effective the new york times covid19vaccine,luvumessi,,11/9/2020 13:38,positive
3960,the first effective coronavirus vaccine can prevent more than of people from getting covid19 the developers pfizer and biontech described it as a great day for science and humanity covid19vaccine covid19sl,sanoonmh,Sri Lanka,11/9/2020 13:37,positive
3961,pfizer biontech say their covid19 vaccine is more than effective covid19 covid19vaccine,realree888,"Davao City, Davao, Philippines",11/9/2020 13:37,positive
3962,heres what experts have to say about pfizer covid19 vaccine breakthrough covid19vaccine pfizer covidvaccinerace,moneycontrolcom,Mumbai,11/9/2020 13:37,neutral
3963,flying high airline stocks are soaring after us pharmaceuticals giant pfizer reported that early studies suggested its covid19 vaccine is per cent effective read here gt airlines stocks coronavirus covidvaccine covid19vaccine pfiz,CityAM,"London, England",11/9/2020 13:35,positive
3964,us presidentelect joe biden on november unveiled a member coronavirus task force heres all you need to know joebiden coronavirus covid19vaccine,moneycontrolcom,Mumbai,11/9/2020 13:34,neutral
3965,covid19vaccine effective in phase trial says us pharma giant pfizer,ABPNews,India,11/9/2020 13:34,positive
